track_name,track_artist,track_popularity,track_album_name,track_album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Psycho (feat. Ty Dolla $ign),Post Malone,9,Psycho (feat. Ty Dolla $ign),2018-02-23,0.74,0.558,8,-8.115,1,0.102,0.566,0.0,0.112,0.421,140.057,220880
Plain Jane,A$AP Ferg,77,Still Striving,2017-08-18,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,173600
Caroline,Aminé,77,Good For You,2017-07-28,0.941,0.335,5,-10.179,0,0.505,0.17,0.0,0.262,0.707,120.041,209640
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,78,The Bigger Artist,2017-09-29,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,209269
Everyday We Lit (feat. PnB Rock),YFN Lucci,66,Long Live Nut,2017-03-03,0.758,0.646,7,-4.701,1,0.112,0.128,0.0,0.0778,0.589,155.955,197171
Hope,Nidža Bleja,36,Zaraze,2008-01-01,0.82,0.72,3,-6.813,0,0.187,0.192,2.6e-06,0.0799,0.734,104.973,208065
It`s only Friday,St. Viper,40,Zaraze,2008-01-01,0.739,0.725,1,-6.443,1,0.144,0.256,0.0,0.37,0.861,104.927,210338
Here come the lords,St. Viper,36,Zaraze,2008-01-01,0.801,0.809,9,-3.963,0,0.191,0.224,0.0,0.0753,0.798,100.949,164023
Where we gonna go,St. Viper,41,Zaraze,2008-01-01,0.843,0.836,9,-5.439,1,0.255,0.224,0.0,0.113,0.611,99.999,165642
Spanjolka,St. Viper,36,Zaraze,2008-01-01,0.82,0.627,2,-5.82,1,0.212,0.129,0.0,0.125,0.721,103.046,161097
Police man,St. Viper,35,Zaraze,2008-01-01,0.895,0.84,5,-3.646,1,0.248,0.375,0.0,0.0801,0.847,99.982,166844
Make up,St. Viper,36,Zaraze,2008-01-01,0.719,0.828,8,-4.627,1,0.296,0.415,0.0,0.101,0.823,205.91,170162
Feel jazz - Remix,Nidža Bleja,36,Gajbeni muzicki studio DZEZ,2009-01-01,0.734,0.66,9,-8.408,0,0.0352,0.705,0.0951,0.0939,0.379,100.021,160862
Feel jazz,Nidža Bleja,36,Gajbeni muzicki studio DZEZ,2009-01-01,0.766,0.825,9,-4.104,0,0.067,0.358,0.0,0.219,0.795,110.015,117864
Lords & Spanish - Remix,Nidža Bleja,36,Gajbeni muzicki studio DZEZ,2009-01-01,0.84,0.651,9,-5.253,0,0.0652,0.0804,0.0,0.079,0.882,84.014,171494
Fjudziz,Nidža Bleja,37,Electromusic,2010-01-01,0.731,0.844,1,-3.633,1,0.128,0.000458,0.489,0.0577,0.846,129.976,251141
Rise up (rege fristajl),Nidža Bleja,35,Altina Dzez,2014-01-01,0.806,0.81,2,-6.021,0,0.089,0.0559,0.0,0.0851,0.884,153.955,241607
All I Wonna Do Is You,Nidža Bleja,40,Worldwide Vol.5,2016-01-01,0.822,0.547,7,-6.759,0,0.182,0.154,0.0726,0.0696,0.524,91.994,208744
Creep,TLC,66,Crazysexycool,1994-11-15,0.811,0.458,5,-9.688,0,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,268533
Hey Ma,Cam’ron,57,Come Home With Me,2002-01-01,0.783,0.67,8,-5.049,1,0.372,0.0321,2.31e-06,0.362,0.956,90.36,220960
My Boo,Usher,77,Confessions (Expanded Edition),2004-03-23,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,223440
Drop It Like It's Hot,Snoop Dogg,67,R&G (Rhythm & Gangsta): The Masterpiece,2004-01-01,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,266067
Ignition - Remix,R. Kelly,70,Chocolate Factory,2003,0.795,0.523,1,-7.165,1,0.0423,0.061,0.0,0.0914,0.855,133.024,186067
Suga Suga,Baby Bash,8,Tha Smokin' Nephew,2003-01-01,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,239027
Let Me Love You,Mario,64,Turning Point,2004-08-06,0.681,0.586,7,-8.324,0,0.058,0.169,0.0,0.0924,0.604,94.539,249093
Beautiful,Snoop Dogg,60,Paid Tha Cost To Be Da Bo$$,2002-01-01,0.907,0.695,11,-6.268,0,0.135,0.246,0.0,0.0808,0.961,101.007,298307
U Remind Me,Usher,73,8701,2001-08-07,0.657,0.629,6,-4.938,1,0.0782,0.194,0.0,0.254,0.726,93.985,266893
Mesmerize,Ja Rule,64,The Last Temptation,2002-01-01,0.764,0.648,1,-6.639,1,0.206,0.0563,0.0,0.414,0.391,90.1,278720
Thong Song,Sisqo,65,Unleash The Dragon,1999-01-01,0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549,253733
It Wasn't Me,Shaggy,17,Hot Shot,2000-08-08,0.852,0.616,0,-4.728,1,0.0747,0.045,0.0,0.321,0.685,94.758,227600
Get Ur Freak On,Missy Elliott,70,Miss E... So Addictive,2001-05-14,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,211120
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jennifer Lopez,65,This Is Me...Then,2002-11-19,0.844,0.754,6,-5.46,1,0.207,0.00833,3.42e-06,0.0575,0.961,100.002,187840
Livin' It Up - Album Version (Edited),Ja Rule,37,Pain Is Love,2001-01-01,0.875,0.771,6,-4.052,1,0.321,0.064,0.0,0.0393,0.642,106.022,257133
Rock Wit U (Awww Baby),Ashanti,64,Chapter II,2003-01-01,0.71,0.795,4,-3.005,0,0.0593,0.409,0.0,0.16,0.852,94.997,209120
Goodies,Ciara,65,Goodies,2004-09-24,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,223000
I Need a Girl (Pt. One) (feat. Usher & Loon),Diddy,64,R&B Hits,2005-10-04,0.66,0.707,6,-5.758,1,0.208,0.397,0.0,0.211,0.761,89.279,268800
Me & U,Cassie,72,Cassie (U.S. Version),2006-08-07,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,192213
Into You (feat. Tamia) - Radio Edit,Fabolous,35,R&B Love,2015-01-30,0.723,0.571,7,-8.399,0,0.0314,0.175,0.0,0.0526,0.618,91.892,274333
I'm Real - Murder Remix,Jennifer Lopez,7,J To Tha L-O! The Remixes (Explicit Version),1999,0.701,0.601,11,-7.678,0,0.153,0.197,0.0,0.0649,0.564,83.433,258667
Hit 'Em Up Style (Oops!) (feat. Foxy Brown) - Remix Radio Mix,Blu Cantrell,60,So Blu,2001-01-18,0.7,0.774,5,-4.983,0,0.0466,0.2,0.0,0.404,0.652,90.0,250707
7 Days,Craig David,55,Rewind - The Collection,2001,0.644,0.843,4,-6.247,0,0.0512,0.261,0.0,0.0947,0.882,83.024,237373
You Make Me Wanna...,Usher,67,My Way,1997-09-16,0.761,0.639,5,-7.577,0,0.0539,0.0359,0.0,0.0945,0.922,164.088,219120
Who's That Girl?,Eve,62,Scorpion,2001-01-01,0.77,0.86,6,-3.702,1,0.19,0.0159,0.000713,0.0682,0.547,96.428,281907
Can't Let You Go (feat. Mike Shorey & Lil' Mo),Fabolous,62,Street Dreams (Bonus Track Version),2003-02-01,0.646,0.6,9,-6.569,1,0.458,0.231,0.0,0.0794,0.811,192.082,223973
Get Low - Street,Lil Jon & The East Side Boyz,1,Kings Of Crunk,2003-01-01,0.763,0.627,1,-7.457,1,0.037,0.031,0.0,0.118,0.152,101.045,334093
Put It On Me,Ja Rule,0,Exodus (アウトロ),2005-01-01,0.687,0.775,6,-4.702,0,0.319,0.00297,0.0,0.0491,0.816,186.121,263200
Slow Motion,Juvenile,62,Juve The Great,2003-01-01,0.713,0.734,0,-4.894,0,0.325,0.549,0.0,0.0687,0.891,172.871,248200
Holidae In,Chingy,61,Jackpot,2003-01-01,0.81,0.791,7,-5.909,1,0.181,0.0893,0.0,0.0838,0.948,153.067,314400
Happy,Ashanti,62,Ashanti,2002-01-01,0.727,0.515,2,-6.553,0,0.0289,0.24,3.65e-06,0.13,0.696,89.488,262227
All I Have (feat. LL Cool J),Jennifer Lopez,56,This Is Me...Then,2002-11-19,0.699,0.668,1,-5.305,1,0.106,0.265,0.0,0.141,0.472,83.074,254467
Peaches & Cream (feat. P. Diddy),112,57,R&B Hits,2005-10-04,0.706,0.537,7,-6.347,1,0.348,0.00887,0.0,0.129,0.775,203.746,225947
U Got It Bad,Usher,70,8701,2001-08-07,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,247840
Let Me Hold You,Bow Wow,47,Playlist: The Very Best Of Bow Wow,2000,0.816,0.675,6,-8.23,1,0.198,0.0864,0.000143,0.0793,0.615,151.444,247453
Love Don't Cost a Thing,Jennifer Lopez,0,J.Lo,2001-01-23,0.784,0.836,4,-5.134,0,0.0896,0.00292,1.77e-06,0.426,0.661,97.524,221227
Confessions Part II - Confessions Special Edition Version,Usher,67,Confessions (Expanded Edition),2004-03-23,0.845,0.467,1,-7.674,1,0.138,0.0586,0.0,0.0694,0.702,138.007,211200
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,Mario Winans,68,Bad Boy 20th Anniversary Box Set Edition,2016-08-12,0.833,0.515,11,-5.0,0,0.0462,0.347,0.00156,0.116,0.4,97.035,257333
Yo (Excuse Me Miss),Chris Brown,14,Chris Brown,2005-11-29,0.605,0.633,1,-5.899,0,0.251,0.119,0.0,0.225,0.592,87.26,229040
In Those Jeans,Ginuwine,61,The Senior,2003-04-08,0.691,0.541,1,-5.873,1,0.0776,0.508,0.0,0.0753,0.319,127.683,243307
Get It On Tonite,Montell Jordan,51,Best Of Montell Jordan,2015-09-25,0.807,0.498,10,-9.91,0,0.0755,0.259,3.04e-05,0.0618,0.857,99.001,277413
Ain't It Funny - Murder Remix,Jennifer Lopez,3,J To Tha L-O! The Remixes (Clean Version),1999,0.783,0.758,10,-2.663,0,0.151,0.384,0.0,0.0938,0.78,89.434,229800
Burn - Confession Special Edition Version,Usher,66,Confessions (Expanded Edition),2004-03-23,0.796,0.477,1,-7.161,1,0.108,0.314,0.0,0.12,0.685,119.928,231933
Unfoolish,Ashanti,60,Ashanti,2002-01-01,0.692,0.692,9,-4.67,0,0.132,0.704,0.0,0.177,0.685,90.323,194160
Ice Box,Omarion,63,21,2006-12-26,0.775,0.731,8,-5.446,1,0.134,0.189,0.0,0.129,0.821,131.105,256427
So Sick,Ne-Yo,77,In My Own Words,2006-01-01,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,207187
One Wish,Ray J,0,Raydiation,2005-09-20,0.527,0.647,5,-7.029,0,0.28,0.277,0.0,0.339,0.591,127.575,337640
Just a Friend 2002 - Radio Edit,Mario,62,Mario,2002-07-22,0.538,0.677,0,-6.099,1,0.187,0.00541,0.0,0.236,0.913,132.346,214200
U Don't Have to Call,Usher,59,8701,2001-08-07,0.793,0.568,1,-4.958,1,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,269400
Cater 2 U,Destiny's Child,62,Destiny Fulfilled,2004-11-16,0.605,0.584,11,-7.043,0,0.197,0.286,0.0,0.235,0.464,125.802,245400
Over And Over,Nelly,59,Suit,2004-09-14,0.644,0.518,7,-10.02,1,0.0805,0.00646,1.33e-06,0.158,0.464,169.799,253933
Buy U a Drank (Shawty Snappin'),T-Pain,51,T-Pain Presents Happy Hour: The Greatest Hits,2014,0.691,0.542,1,-8.161,1,0.145,0.0112,0.0,0.098,0.587,80.052,230853
Can't Help but Wait,Trey Songz,62,Trey Day,2007-10-01,0.699,0.699,8,-5.564,0,0.0737,0.358,0.0,0.0912,0.611,94.977,206413
Outta My System,Bow Wow,59,The Price Of Fame,2006-12-15,0.772,0.59,6,-6.957,1,0.183,0.0917,0.0,0.101,0.743,83.998,238267
Same Girl (with Usher),R. Kelly,60,Double Up,2007-05-25,0.717,0.583,1,-5.008,1,0.146,0.506,0.0,0.0821,0.816,139.76,252933
I Wanna Love You,Akon,70,Konvicted,2006,0.865,0.45,0,-9.387,1,0.0417,0.0359,1.28e-06,0.308,0.352,99.989,247067
Slow Jamz,Twista,3,The College Dropout,2004-02-13,0.569,0.744,2,-5.757,0,0.181,0.369,0.0,0.256,0.59,145.063,316053
Don't Mess With My Man (feat. Brian Casey & Brandon Casey),Nivea,64,Nivea,2002-12-10,0.879,0.73,11,-4.369,0,0.164,0.114,0.0,0.241,0.885,99.925,213227
Quedo Envuelto,Nicolas Nerva,23,Quedo Envuelto,2020-01-10,0.637,0.694,2,-7.933,1,0.26,0.522,0.0,0.223,0.771,171.79,230296
Neptuno,Dj Dasten,35,Neptuno,2019-11-14,0.723,0.841,5,-3.439,1,0.0481,0.0287,0.0333,0.114,0.386,127.975,202290
Type of Guy,James Cole,26,Type of Guy,2019-08-23,0.724,0.828,2,-6.697,1,0.128,0.43,0.0,0.066,0.837,105.0,219571
Summer on You,PRETTYMUCH,73,Summer on You,2018-06-21,0.811,0.447,4,-6.55,1,0.0414,0.636,0.0,0.462,0.694,99.995,205792
8 Letters,Why Don't We,77,8 Letters,2018-08-31,0.607,0.478,1,-5.702,0,0.031,0.649,0.0,0.0928,0.255,88.979,190027
Lights Down Low,MAX,69,Hell's Kitchen Angel,2016-04-08,0.623,0.493,5,-7.727,0,0.0338,0.0632,0.0,0.104,0.594,81.019,223847
Team,Noah Cyrus,66,Team,2018-05-11,0.663,0.38,10,-7.462,1,0.0473,0.501,0.0,0.169,0.476,80.077,215467
Somebody,The Chainsmokers,69,Sick Boy,2018-12-14,0.32,0.63,10,-7.019,0,0.0493,0.192,0.0,0.102,0.323,203.443,221987
Who Do You Love,The Chainsmokers,11,"NOW That's What I Call Music!, Vol. 70",2019-05-03,0.529,0.783,3,-6.143,1,0.0388,0.0359,0.0,0.174,0.493,140.026,225360
What Am I,Why Don't We,72,Big Plans,2019-01-17,0.614,0.647,0,-4.681,0,0.0524,0.0687,0.0,0.104,0.368,163.862,184665
Cali Queen,James Cole,12,Cali Queen,2019-02-14,0.721,0.84,0,-4.817,1,0.0399,0.115,1.36e-05,0.0271,0.811,98.057,205077
Just Because,James Cole,14,Just Because,2018-10-05,0.689,0.906,6,-2.727,0,0.0412,0.159,0.0,0.0625,0.397,109.003,205597
Would You Mind,PRETTYMUCH,64,Would You Mind,2017-07-21,0.645,0.753,5,-4.929,0,0.122,0.00613,0.0,0.0685,0.498,115.792,179689
Wanted,OneRepublic,74,Wanted,2019-09-06,0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,136248
Open Arms,PRETTYMUCH,61,Open Arms,2017-10-27,0.688,0.425,11,-6.394,0,0.0851,0.146,0.0,0.447,0.211,139.794,186042
Beg,Jack & Jack,54,Beg,2017-11-17,0.856,0.379,8,-8.343,1,0.187,0.472,0.0,0.175,0.616,90.005,183920
Cool,Jonas Brothers,76,Happiness Begins,2019-06-07,0.683,0.598,0,-5.487,1,0.0423,0.00873,0.0,0.156,0.62,78.969,167107
Magic In The Hamptons (feat. Lil Yachty),Social House,75,Magic In The Hamptons (feat. Lil Yachty),2018-06-08,0.769,0.479,1,-5.339,1,0.0385,0.66,0.0,0.0914,0.803,96.051,164640
Woke Up Late (feat. Hailee Steinfeld),Drax Project,32,Woke Up Late (feat. Hailee Steinfeld),2019-01-21,0.698,0.66,2,-5.429,0,0.083,0.043,0.0,0.186,0.351,119.214,181859
boyfriend (with Social House),Ariana Grande,56,boyfriend,2019-08-02,0.507,0.778,10,-3.71,0,0.427,0.0804,0.0,0.297,0.696,189.833,186107
Crash and Burn,ROSIE,19,Crash and Burn,2018-09-12,0.45,0.584,9,-7.479,1,0.0684,0.689,0.000217,0.131,0.305,105.725,176594
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,60,Toast to Our Differences (Deluxe Edition),2019-01-25,0.654,0.798,0,-4.084,1,0.0451,0.188,0.0,0.15,0.574,92.207,211760
Honestly,Francis Davila,31,Honestly,2017-10-06,0.506,0.88,8,-3.729,1,0.046,0.126,0.0,0.194,0.389,122.99,209756
When Doves Cry - Recorded At Spotify Studios NYC,Sarah Jarosz,59,Spotify Singles,2017-07-19,0.77,0.335,9,-10.095,1,0.0634,0.641,7.59e-05,0.168,0.489,127.905,280828
I Believe in a Thing Called Love,Branches,58,Covers,2014-04-08,0.605,0.596,9,-6.65,1,0.029,0.139,0.000554,0.101,0.119,126.066,184000
The Boys of Summer,Front Country,40,Mixtape,2016-05-13,0.572,0.399,5,-8.248,1,0.0362,0.853,0.00151,0.0575,0.855,179.988,310853
Such Great Heights,Joy Kills Sorrow,2,Wide Awake,2013-06-04,0.589,0.547,7,-10.599,1,0.0321,0.721,0.119,0.0852,0.599,176.904,253347
Hit 'Em up Style,Carolina Chocolate Drops,45,Genuine Negro Jig,2010,0.577,0.806,0,-6.521,1,0.0661,0.778,0.0,0.371,0.893,95.49,236600
Bittersweet Symphony,Graeme James,22,"Play One We All Know, Vol. II",2014-09-29,0.897,0.892,9,-7.434,1,0.0302,0.137,0.00816,0.2,0.971,125.043,224720
Don't You (Forget About Me),The Wind and The Wave,45,Covers One,2015-02-17,0.622,0.953,2,-4.409,1,0.0387,0.00324,0.0295,0.367,0.666,119.978,249587
I Bet My Life,Pickin' On Series,37,Pickin' on the Hits of 2015,2015-07-31,0.655,0.469,1,-7.51,1,0.0332,0.68,0.0,0.232,0.547,108.105,196747
Counting Stars,Mountain Faith,2,Mountain Faith Pop Series,2015-08-21,0.675,0.303,2,-12.501,0,0.0922,0.755,2.65e-05,0.201,0.541,138.193,96960
Don't You Want Me,The DeLorean Sisters,35,The DeLorean Sisters,2015-06-30,0.67,0.695,9,-5.689,0,0.0285,0.612,0.0,0.17,0.766,127.775,182360
Kryptonite,Pickin' On Series,38,Pickin' On 3 Doors Down: A Bluegrass Tribute - Down to This:,2007-01-24,0.764,0.603,11,-7.675,0,0.0291,0.551,2.35e-05,0.101,0.584,98.991,225507
Dark Horse,The Beef Seeds,1,Rhythm and Moos,2014-05-01,0.777,0.799,10,-3.998,0,0.0438,0.725,0.0,0.111,0.898,120.001,262001
1979,Darlingside,42,Whippoorwill,2016-10-07,0.486,0.62,4,-7.115,1,0.0284,0.0517,0.00817,0.0888,0.417,141.147,245844
What I Am - Recorded at Spotify Studios NYC,Iron & Wine,58,Spotify Singles,2018-07-02,0.546,0.299,5,-14.999,1,0.0386,0.668,0.109,0.111,0.789,115.464,235580
Islands in the Stream,Love Canon,1,Cover Story,2018-07-13,0.642,0.698,7,-6.907,1,0.0256,0.616,0.0,0.187,0.628,111.96,244000
Rocket Man,Mile Twelve,36,Rocket Man,2018-09-20,0.57,0.419,10,-8.44,1,0.033,0.766,8.57e-06,0.0853,0.438,77.043,203356
...Baby One More Time,Jamie Kent,33,Will You Go Out With Me?,2017-02-14,0.681,0.587,1,-5.419,0,0.0316,0.369,1.04e-06,0.11,0.759,98.669,205095
Pursuit of Happiness,Honeybucket,37,Stompin' Grounds,2015-08-08,0.762,0.671,2,-6.071,1,0.0301,0.0705,0.0,0.178,0.949,114.013,213120
Amsterdam - Recorded at Spotify Studios NYC,Mandolin Orange,17,Spotify Singles,2018-04-04,0.532,0.317,0,-10.693,1,0.0309,0.909,0.0277,0.11,0.28,140.671,193672
Africa,Love Canon,37,"Greatest Hits, Vol. 1",2012-03-29,0.629,0.676,1,-7.201,0,0.0308,0.686,5.34e-05,0.334,0.671,97.96,243533
Clocks,Pickin' On Series,35,"The Fantastic Pickin' on Series Bluegrass Sampler, Vol. 2",2008-05-30,0.554,0.52,5,-7.674,0,0.03,0.295,0.862,0.112,0.368,130.536,455973
Game of Thrones (Main Theme),Flatt Lonesome,2,Game of Thrones (Main Theme),2016-04-08,0.309,0.527,0,-9.76,0,0.0326,0.517,0.942,0.0924,0.484,177.065,301963
Kiss From A Rose,Mustered Courage,32,Kiss From A Rose,2014-01-01,0.542,0.526,0,-7.651,1,0.0267,0.726,4.7e-06,0.269,0.671,102.959,156917
Under Pressure,Pickin' On Series,34,Bluegrass Tribute to Classic Rock,2007-10-15,0.654,0.567,2,-6.352,1,0.027,0.346,4.35e-05,0.102,0.566,121.984,216800
Pinball Wizard,The HillBenders,1,Tommy: A Bluegrass Opry,2015-06-02,0.548,0.538,2,-7.395,1,0.0438,0.82,9.63e-05,0.0878,0.258,130.099,223973
22,Mountain Faith,1,Mountain Faith Pop Series,2015-08-21,0.759,0.357,7,-12.313,1,0.0446,0.748,0.0,0.0796,0.89,120.958,87453
Shake It Off,Pickin' On Series,36,"Pickin' On Taylor Swift, Vol. 2",2015-01-20,0.644,0.667,5,-6.216,1,0.0536,0.743,0.00305,0.256,0.937,159.951,230920
Low,The Cleverlys,2,Cash Crop,2016-08-12,0.704,0.671,2,-5.589,0,0.0294,0.422,1.05e-06,0.0985,0.716,127.035,254853
Stronger,Rebecca Loebe,32,Bees & Zombies,2011-03-01,0.727,0.73,2,-5.829,1,0.109,0.357,0.0,0.273,0.841,107.982,208760
No Diggity,The Cleverlys,1,Cash Crop,2016-08-12,0.741,0.657,1,-5.564,0,0.054,0.639,0.0,0.104,0.778,90.954,351419
Dead Leaves And The Dirty Ground,Chris Thile,40,How To Grow A Woman From The Ground,2006-01-01,0.612,0.531,2,-11.324,1,0.0351,0.815,0.13,0.133,0.881,89.748,187385
Jolene,Rhonda Vincent,1,Back Home Again,2000-01-01,0.606,0.676,0,-5.129,1,0.0296,0.596,1.8e-05,0.151,0.82,116.241,194000
You're Not Sorry,Pickin' On Series,31,Pickin on Taylor Swift's You're Not Sorry,2009-01-13,0.767,0.288,5,-10.806,1,0.0354,0.811,1.16e-06,0.126,0.392,133.886,222853
Lakes of Pontchartrain - Recorded at Spotify Studios NYC,Aoife O'Donovan,4,Spotify Singles,2016-11-30,0.381,0.265,0,-10.38,1,0.0366,0.808,0.0,0.111,0.366,131.63,234917
New Slang,Pickin' On Series,37,The Bluegrass Tribute to The Shins,2007-01-09,0.729,0.566,2,-8.311,1,0.0293,0.623,0.0272,0.152,0.714,119.909,253867
Young Folks,Dawn Landes,0,Under The Covers,2007-10-15,0.505,0.487,7,-6.873,1,0.0287,0.312,2.14e-05,0.258,0.629,168.535,205320
Down Under,Love Canon,34,Greatest Hits Vol. 3,2014-04-29,0.818,0.548,11,-8.884,0,0.0352,0.513,0.00922,0.0588,0.629,104.978,283200
A Hard Day's Night,Bill Evans,31,In Good Company,2012-05-15,0.321,0.787,0,-5.099,1,0.0349,0.44,0.673,0.102,0.913,158.576,160187
This Must Be the Place (Naive Melody) [by Talking Heads],Kishi Bashi,55,"7"" Singles",2013-04-02,0.729,0.267,4,-8.63,0,0.0311,0.794,0.000114,0.209,0.75,119.985,206896
I'm on Fire,The DeLorean Sisters,33,The DeLorean Sisters,2015-06-30,0.541,0.493,9,-7.841,1,0.0292,0.774,0.000135,0.0763,0.601,118.634,132034
Cotton Eyed Joe (feat. Carl Miner & Jamie Dick),Chessboxer,32,Cotton Eyed Joe (feat. Carl Miner & Jamie Dick),2015-04-07,0.658,0.755,9,-7.966,1,0.0407,0.11,0.656,0.0966,0.914,115.02,124735
Sex on Fire,Pickin' On Series,33,The Bluegrass Tribute to Kings of Leon,2010-09-21,0.626,0.571,0,-8.864,1,0.0282,0.378,0.0665,0.27,0.71,139.85,277920
Billie Jean,Honeywagon,34,Songs From Neverland,2010-08-24,0.743,0.422,7,-11.887,0,0.0331,0.541,2.26e-06,0.149,0.69,111.933,285920
Everybody Wants to Rule the World,Love Canon,34,Greatest Hits Vol. 2,2012-11-21,0.414,0.713,2,-6.523,1,0.0424,0.422,0.000332,0.103,0.531,118.023,265267
Super Freak,Ricky Skaggs,36,Ricky Skaggs & Bruce Hornsby,2007-03-20,0.515,0.851,10,-4.213,1,0.0333,0.476,0.00346,0.128,0.967,148.232,244320
Where Is My Mind?,Trampled by Turtles,52,Where Is My Mind?,2011-10-07,0.523,0.482,4,-6.646,1,0.0245,0.612,0.0103,0.264,0.283,79.581,210628
Safe and Sound,Pickin' On Series,34,Pickin' on the Hits of 2013,2014-01-21,0.601,0.46,0,-9.7,1,0.0303,0.496,9.11e-05,0.22,0.798,120.829,190500
Gin and Juice,Hayseed Dixie,41,"Grasswhoopin' Party Pack, Vol. 2",2013-08-19,0.533,0.795,2,-6.645,1,0.0729,0.531,0.0,0.261,0.887,119.942,386784
Old Man,The Wailin' Jennys,0,40 Days,2004-08-10,0.627,0.14,10,-13.435,1,0.0322,0.861,2.35e-06,0.113,0.27,161.168,190253
Stairway to Heaven,Rodrigo y Gabriela,2,Rodrigo y Gabriela,2006-10-03,0.451,0.512,9,-10.616,0,0.0563,0.903,0.824,0.141,0.584,97.145,284200
Gentle On My Mind,John Mailander,0,Walking Distance,2014-09-24,0.448,0.529,9,-10.922,1,0.0453,0.498,0.0199,0.356,0.86,132.619,212987
Walk This Way,Hayseed Dixie,0,Mountain Love,2002,0.796,0.471,0,-9.336,1,0.0418,0.629,3.92e-05,0.0791,0.804,91.793,258000
Centuries,Pickin' On Series,31,Pickin' on the Hits of 2015,2015-07-31,0.557,0.37,9,-8.214,0,0.0412,0.79,0.0,0.0682,0.688,180.001,237230
Karma Police,Mother Falcon,31,MF Computer (Radiohead’s OK Computer Reimagined),2014-03-18,0.248,0.33,2,-14.419,1,0.0396,0.14,0.0191,0.918,0.0456,73.627,262724
My Love (Live),Humming House,32,Humming House Party! (Live),2014-08-26,0.412,0.815,11,-8.788,0,0.161,0.524,7.97e-05,0.991,0.43,127.035,278854
Superstition,Old School Freight Train,33,Run,2005-05-10,0.806,0.388,2,-8.481,1,0.0473,0.687,0.00353,0.0798,0.766,102.973,201133
I'm On Fire,Town Mountain,52,Heroes & Heretics,2008-10-16,0.47,0.391,5,-12.285,1,0.0307,0.394,0.0394,0.105,0.408,169.897,213827
The Science of Myth,Old Man Markley,0,For Better for Worse,2010-10-26,0.494,0.959,4,-6.808,1,0.0735,0.0399,0.0,0.167,0.655,137.825,232147
Gin and Juice,The Gourds,51,Shinebox,2001,0.547,0.724,9,-6.818,1,0.0441,0.327,1.3e-06,0.108,0.806,120.357,383733
Get Lucky,The Beef Seeds,0,Rhythm and Moos,2014-05-01,0.821,0.932,6,-4.853,0,0.108,0.466,0.0,0.406,0.78,117.49,209362
Billie Jean,The Civil Wars,64,Between The Bars (EP),2012,0.532,0.203,9,-8.524,0,0.0668,0.829,0.0,0.108,0.543,89.646,259920
7 Nation Army,Hayseed Dixie,39,"Grasswhoopin' Party Pack, Vol. 1",2013-08-12,0.726,0.464,0,-8.821,1,0.0754,0.662,0.11,0.1,0.746,83.761,176841
Single Ladies (Put a Ring On It),The Cleverlys,34,The Cleverlys,2011-12-13,0.727,0.606,9,-8.084,1,0.512,0.479,0.0,0.414,0.502,104.588,270720
Sweet Child O' Mine,Pickin' On Series,36,The Bluegrass Tribute to Guns N' Roses,2007-09-11,0.593,0.726,2,-7.215,1,0.0289,0.432,0.0261,0.349,0.727,146.146,241787
Somebody to Love,Branches,37,Covers,2014-04-08,0.585,0.428,9,-8.077,1,0.0276,0.00561,0.0,0.0703,0.222,127.069,222500
Enter Sandman,Iron Horse,35,Fade To Bluegrass: The Bluegrass Tribute To Metallica,2003-10-14,0.492,0.483,11,-13.289,0,0.0311,0.208,0.106,0.376,0.528,129.504,261413
Steady as She Goes,Pickin' On Series,30,The Bluegrass Tribute to Jack White,2012-05-01,0.672,0.434,9,-7.96,1,0.0416,0.41,1.48e-05,0.105,0.696,125.909,215093
Just One Look,Branches,31,Covers,2014-04-08,0.571,0.551,7,-7.023,1,0.0306,0.234,0.0,0.13,0.133,127.263,188500
